,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
802,R1460412,8729318020,2020-09-30,3142 SAN LUIS ST,FORT COLLINS,80525,17513,DAKOTA RIDGE PUD,18729,Single Family Residential,Ranch,1,1382,1350,1350,400,.17000000,1996,477500.00,428000.00
803,R1444484,8605206049,2020-09-30,2506 RIDGE CREEK RD,FORT COLLINS,80528,1842,TIMBER CREEK PUD,18729,Single Family Residential,Ranch,1,1877,1842,1842,708,.19000000,1999,530000.00,511400.00
804,R1547704,9612129006,2020-09-30,6020 HUNTINGTON HILLS DR,FORT COLLINS,80525,14316,HUNTINGTON HILLS PUD,19613,Single Family Residential,Ranch,1,2797,2781,2574,640,.24000000,1999,831000.00,900500.00
805,R1587134,8704405407,2020-09-30,4021 GLENARBOR LN,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,Ranch,1,1134,,,418,.09000000,2002,330500.00,291900.00
806,R1600700,8605489001,2020-09-30,5439 RABBIT CREEK RD,FORT COLLINS,80528,8017,SAGE CREEK SUBDIVISION,18729,Single Family Residential,2 Story,8,2478,812,,714,.25000000,2004,505000.00,506400.00
807,R1600021,9614318071,2020-09-30,620 KIM DR,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,Ranch,1,1390,1390,1250,380,.13000000,2002,414000.00,396900.00
808,R1612165,8715110014,2020-09-30,4673 PALAMINO LN,FORT COLLINS,80524,0684,"CLYDESDALE PARK PUD, FIRST FILING",18933,Patio Home Single Family Residential,1? Story Fin,5,1600,1240,,440,.10000000,2002,405000.00,377200.00
809,R1612289,8729131003,2020-09-30,2815 SITTING BULL WAY,FORT COLLINS,80525,19975,"RIGDEN FARM FILING 5, SETTLER`S GREEN PDP",18729,Single Family Residential,2 Story,8,2056,795,,400,.10000000,2003,469000.00,389100.00
810,R1606771,9613127142,2020-09-30,803 CANDLEWOOD DR,FORT COLLINS,80525,18382,PROVINCETOWNE SUBDIVISION FILING NO 2 PUD,19613,Single Family Residential,2 Story,8,1500,,,300,.12000000,2001,335000.00,321800.00
811,R1606793,9613127164,2020-09-30,6757 BRITTANY DR,FORT COLLINS,80525,18382,PROVINCETOWNE SUBDIVISION FILING NO 2 PUD,19613,Single Family Residential,2 Story,8,1466,,,350,.17000000,2002,362500.00,331000.00
812,R1626459,8608233101,2020-09-30,2127 OWENS AVE 101,FORT COLLINS,80528,808701,TIMBERS CONDO ASSOC OF FTC  SUPP 1,18729,Condo unit,Condo <= 3 Stories,19,1125,,,220,.00000000,2003,295000.00,282900.00
813,R1631561,9613132065,2020-09-30,6714 ROSE CREEK WAY 3,FORT COLLINS,80525,183845,"PROVINCETOWNE PUD NO 2, CONDO MAP NO 2",19613,Townhouse/Condo,Townhouse Two Story,68,1176,,,,.00000000,2004,226500.00,227900.00
814,R1651713,8609117002,2020-09-30,3815 WILD ELM WAY,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,2 Story,8,1992,1108,180,576,.11000000,2015,534000.00,541600.00
815,R1652723,8608208007,2020-09-30,5609 COPPERVEIN ST,FORT COLLINS,80528,0891001000,KECHTER CROSSING PLD,18729,Single Family Residential,2 Story,8,3306,1711,1711,746,.20000000,2014,758000.00,686700.00
816,R1646400,9701321205,2020-09-30,803 BLONDEL ST 205,FORT COLLINS,80524,8226000000,NORTH FLATS CONDOS,19836,Condo unit,Condo <= 3 Stories,19,1170,,,,.00000000,2007,425000.00,393400.00
817,R1662326,8708140020,2020-09-30,2808 SYKES DR,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,1746,868,,586,.09000000,2020,441735.00,413000.00
818,R1655520,8608264014,2020-09-30,5938 YELLOW CREEK DR,FORT COLLINS,80528,0896001000,MAIL CREEK CROSSING PLD (20130093284),18729,Single Family Residential,Ranch,1,1887,1817,1400,462,.13000000,2018,580000.00,553100.00
819,R1655084,8609269102,2020-09-30,5850 DRIPPING ROCK LN A102,FORT COLLINS,80528,8241008000,CROSSING AT FOSSIL LAKE CONDOS BLD A L1 B2,19613,Condo unit,Condo <= 3 Stories,19,1509,1509,1160,460,.00000000,2013,401000.00,423000.00
820,R1657596,9614117007,2020-09-30,6602 AVONDALE RD J,FORT COLLINS,80525,8325001000,AVONDALE COTTAGES SUB,19614,Single Family Residential,2 Story,8,1184,728,,288,.05000000,2016,290000.00,298200.00
821,R1659385,8708227025,2020-09-29,2251 SHANDY ST,FORT COLLINS,80524,8330002000,TIMBERVINE 2nd Filing,18933,Townhouse,Townhouse Two Story,68,1675,,,408,.04000000,2017,350000.00,354100.00
822,R1660845,8604137002,2020-09-29,3803 PRECISION DR 8B,FORT COLLINS,80528,8085022000,MORNINGSIDE VILLAGE CONDOS SUPP 22 BLD 8,18729,Townhouse/Condo,Townhouse 3 Story,69,1444,703,,400,.00000000,2015,370000.00,396100.00
823,R1662549,8708155008,2020-09-29,2945 COMET ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2598,1230,,610,.11000000,2020,525000.00,491100.00
824,R1628287,8832222011,2020-09-29,2515 MILTON LN,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Split Level,7,1690,544,544,658,.11000000,2008,400000.00,365400.00
825,R1612855,9736270003,2020-09-29,3945 LANDINGS DR D3,FORT COLLINS,80525,802305,"LANDINGS BAY CONDOMINIUM, FIFTH SUPP",19601,Condo unit,Condo <= 3 Stories,19,1088,,,280,.00000000,2000,265000.00,249600.00
826,R1596088,8605231003,2020-09-29,2120 TIMBER CREEK DR F3,FORT COLLINS,80528,18421,TOWNHOMES AT TIMBER CREEK PUD,18729,Townhouse,Townhouse Two Story,68,1184,592,592,240,.02000000,2000,310000.00,313300.00
827,R1432168,8623109008,2020-09-29,5642 RIDGEWAY DR,FORT COLLINS,80528,05792,HIGHLAND HILLS PUD,28623,Single Family Residential,2 Story,8,3311,2356,1300,864,.91000000,1998,812500.00,846000.00
828,R1316664,9727161018,2020-09-29,2930 SILVERPLUME DR,FORT COLLINS,80526,14833,SILVERPLUME ESTATES 3RD PUD,19722,Single Family Residential,2 Story,8,1690,484,484,441,.13000000,1992,430000.00,423700.00
829,R1258141,9734409004,2020-09-29,4501 REGENCY DR D,FORT COLLINS,80526,161801,REGENCY PARK CONDO,19734,Condo unit,Condo <= 3 Stories,19,1136,,,253,.00000000,1985,261750.00,238200.00
830,R1249860,9601327052,2020-09-29,5534 FOSSIL CT E,FORT COLLINS,80525,0406170,FOSSIL CREEK MEADOWS,19601,Single Family Residential,Ranch,1,1192,1192,884,448,.11000000,1992,365000.00,366000.00
831,R0220671,9704406019,2020-09-29,716 N HILLCREST DR,FORT COLLINS,80521,02780,SHIRLEY HEIGHTS  1ST,19829,Single Family Residential,Ranch,1,1144,,,572,.19000000,1977,370000.00,340700.00
832,R0117617,9724322019,2020-09-29,424 BAYLOR ST,FORT COLLINS,80525,11747,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Bi Level 2 Story,4,1880,,,378,.19000000,1964,446694.00,379600.00
833,R0129968,9725125024,2020-09-29,3101 SWALLOW BEND,FORT COLLINS,80525,117621,SOUTHMOOR VILLAGE,19724,Townhouse,Townhouse One Story,61,1078,1078,1078,528,.10000000,1979,322500.00,328800.00
834,M9054682,9733100031,2020-09-29,3717 S TAFT HILL RD 243,FORT COLLINS,80526,,,MH2,MH In Park,Single Wide,14,1216,,,,.00000000,2011,40000.00,48600.00
835,M9054692,8732300006,2020-09-29,2500 E HARMONY RD 127,FORT COLLINS,80528,,,MH2,MH In Park,Single Wide,14,1056,,,,.00000000,2011,35500.00,42200.00
836,R0079928,9715305075,2020-09-28,1016 S TAFT HILL RD,FORT COLLINS,80521,11232,MILLER BROTHERS FOOTHILLS,19715,Single Family Residential,Split Level,7,2096,,,336,.21000000,1959,435000.00,399600.00
837,R0053694,9713211005,2020-09-28,611 MATHEWS ST,FORT COLLINS,80524,//10136,FTC BLK 136,19711,Single Family Residential,Ranch,1,1267,,,600,.16000000,1904,463200.00,451100.00
838,R0195740,8706214039,2020-09-28,1221 LINDENWOOD DR,FORT COLLINS,80524,024611,LINDENWOOD,19836,Single Family Residential,Ranch,1,2827,,,640,.28000000,1977,730000.00,742900.00
839,R0182079,9722108072,2020-09-28,1866 MARLBOROUGH CT,FORT COLLINS,80526,105511,FOOTHILLS VILLAGE,19722,Single Family Residential,Ranch,1,1058,1050,816,242,.13000000,1972,360000.00,356500.00
840,R1002708,9735306003,2020-09-28,1037 BITTERBRUSH LN,FORT COLLINS,80526,1351,WOODLANDS PUD,19734,Single Family Residential,Split Level,7,1376,,,440,.14000000,1980,372000.00,338100.00
841,R1299212,8731327038,2020-09-28,4420 MONACO PL,FORT COLLINS,80525,1344501,GOLDEN MEADOWS,19601,Single Family Residential,2 Story,8,1744,540,,400,.14000000,1991,401000.00,399000.00
842,R1292226,8606343005,2020-09-28,1533 RIVER OAK DR,FORT COLLINS,80525,15667,OAKRIDGE VILLAGE PUD,19613,Single Family Residential,2 Story,8,2296,676,676,484,.19000000,1989,535000.00,489000.00
843,R1653127,9615124103,2020-09-28,6802 NIMITZ DR D103,FORT COLLINS,80526,8244005000,"LIBERTY AT REGISTRY RIDGE CONDO COMMOUNITY, FTC (20120091883)",19614,Townhouse/Condo,Townhouse Two Story,68,1538,1199,,462,.00000000,2012,362000.00,340600.00
844,R1664337,8715219046,2020-09-28,4409 HUNTSMAN DR,FORT COLLINS,80524,8383001000,FOX GROVE SUB,18933,Single Family Residential,2 Story,8,2250,846,,682,.17000000,2020,462706.00,475300.00
845,R0750778,9721307009,2020-09-25,2618 W STUART ST,FORT COLLINS,80526,10135,BROWN FARM,19722,Single Family Residential,Bi Level 2 Story,4,1716,,,420,.21000000,1982,355000.00,361900.00
846,R1001094,9721313098,2020-09-25,2950 NEIL DR 3,FORT COLLINS,80526,1374,TRAIL WEST PUD,19722,Townhouse,Townhouse Two Story,68,1088,560,560,400,.04000000,1994,314900.00,302900.00
847,R1043609,9735207094,2020-09-25,900 CANOSA CT,FORT COLLINS,80526,13332,FOUR SEASONS PUD,19734,Single Family Residential,Ranch,1,1404,1362,1256,556,.16000000,1981,400000.00,423000.00
848,R0171433,9716426010,2020-09-25,1404 PONDEROSA DR,FORT COLLINS,80521,10395,ELLIOTT MILLER,19715,Single Family Residential,Bi Level 2 Story,4,1788,,,504,.18000000,1968,380000.00,370400.00
849,R0212342,9723217025,2020-09-25,1907 WATERS EDGE ST D,FORT COLLINS,80526,1331,HILL POND CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,1512,,,240,.00000000,1975,379500.00,290700.00
850,R0131547,9726105004,2020-09-25,2613 MEADOWLARK AVE,FORT COLLINS,80526,1175,SOUTH MEADOWLARK HEIGHTS,19722,Single Family Residential,Bi Level 2 Story,4,1802,,,338,.18000000,1966,386000.00,363700.00
851,R0112879,9724306010,2020-09-25,409 DARTMOUTH TRL,FORT COLLINS,80525,11747,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1305,1305,986,484,.26000000,1962,540500.00,469100.00
852,R0015512,9710108023,2020-09-25,236 LYONS ST,FORT COLLINS,80521,1157,RECLAMATION VILLAGE,19715,Single Family Residential,Ranch,1,672,,,,.14000000,1945,340000.00,318800.00
853,M9054477,8732300006,2020-09-25,2500 E HARMONY RD 219,FORT COLLINS,80528,,,MH2,MH In Park,Single Wide,14,960,,,,.00000000,1980,25000.00,11500.00
854,M9047373,9716141001,2020-09-25,2211 W MULBERRY ST 105,FORT COLLINS,80521,,,MH1,MH In Park,Double Wide,15,2432,,,480,.00000000,1999,134500.00,102100.00
855,M0966886,9710200040,2020-09-25,1700 LAPORTE AVE 37,FORT COLLINS,80521,,,MH4,MH In Park,Single Wide,14,700,,,,.00000000,1977,25000.00,3500.00
856,M0987867,9710200040,2020-09-25,1700 LAPORTE AVE 36,FORT COLLINS,80521,,,MH4,MH In Park,Single Wide,14,540,,,,.00000000,1960,3000.00,3700.00
857,R1575635,9601464003,2020-09-25,5151 BOARDWALK DR Q3,FORT COLLINS,80525,19225,HAMLET CONDOS AT MIRAMONT,19601,Townhouse/Condo,Townhouse Two Story,68,1726,851,,499,.00000000,1998,380000.00,372500.00
858,R1532855,8614434014,2020-09-25,5916 WATSON DR,FORT COLLINS,80528,0611,CREEKSIDE AT PTARMIGAN,28623,Patio Home Single Family Residential,Ranch,1,2240,1892,1415,920,.19000000,1999,650000.00,642200.00
859,R1433962,9722245004,2020-09-25,1637 WESTBRIDGE DR O4,FORT COLLINS,80526,182501,SUMMERHILL PUD,19722,Townhouse,Townhouse Two Story,68,1266,567,,220,.04000000,1995,360000.00,285300.00
860,R1414089,9701249067,2020-09-25,531 SUNDANCE CT,FORT COLLINS,80524,17892,GREENBRIAR VILLAGE PUD,19836,Single Family Residential,2 Story,8,1856,,,480,.21000000,1995,410000.00,416600.00
861,R1445537,8605206148,2020-09-25,2225 TIMBER CREEK DR,FORT COLLINS,80528,1842,TIMBER CREEK PUD,18729,Single Family Residential,Ranch,1,1566,912,792,400,.15000000,1996,468000.00,423300.00
862,R1292277,8606407009,2020-09-25,5106 SAFFRON CT,FORT COLLINS,80525,15667,OAKRIDGE VILLAGE PUD,19613,Single Family Residential,2 Story,8,2241,615,615,649,.23000000,1989,590000.00,479700.00
863,R1381571,9736346040,2020-09-25,4255 WESTSHORE WAY M40,FORT COLLINS,80525,14358,HARMONY COVE CONDO,19601,Townhouse/Condo,Townhouse Two Story,68,1550,804,714,440,.00000000,1993,399900.00,395000.00
864,R1352369,9836412021,2020-09-25,725 BLUE TEAL DR,FORT COLLINS,80524,1743,PHEASANT RIDGE ESTATES,19836,Single Family Residential,2 Story,8,2666,1522,1522,704,.48000000,1997,682500.00,747000.00
865,R1261797,8606329021,2020-09-25,5325 FAIRWAY SIX DR,FORT COLLINS,80525,1626,FAIRWAY FIVE ESTATES PUD AT SOUTHRIDGE GREENS,19613,Single Family Residential,2 Story,8,2575,1291,1291,650,.18000000,1993,567000.00,549100.00
866,R1222155,9735215032,2020-09-25,3818 GRANITE CT,FORT COLLINS,80526,13335,FOUR SEASONS PUD,19734,Single Family Residential,2 Story,8,1596,528,448,440,.25000000,1986,465000.00,439200.00
867,R1237802,9624109043,2020-09-25,7627 EMERALD AVE,FORT COLLINS,80525,03443,COLLAND CENTER,19613,Single Family Residential,2 Story,8,1795,960,960,484,.19000000,1993,400000.00,384200.00
868,R1206702,9727308242,2020-09-25,1607 ENFIELD ST,FORT COLLINS,80526,13483,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1944,,,528,.25000000,1987,406000.00,403500.00
869,R1213199,9727235008,2020-09-25,1601 W SWALLOW RD H9,FORT COLLINS,80526,150402,GABLES AT SILVERPLUME CONDO,19722,Condo unit,Condo <= 3 Stories,19,1024,,,264,.00000000,1985,262500.00,262300.00
870,R1186736,9726346005,2020-09-25,3565 WINDMILL DR Q5,FORT COLLINS,80526,15183,CHESTNUT VILLAGE CONDOS,19722,Condo unit,Condo <= 3 Stories,19,1000,,,,.00000000,1989,230000.00,240900.00
871,R1129996,9735321009,2020-09-25,4248 GOLDENRIDGE WAY,FORT COLLINS,80526,1447,WILLOW PARK,19734,Single Family Residential,2 Story,8,1414,408,408,444,.16000000,1986,390000.00,383200.00
872,R1656775,8608421018,2020-09-25,6126 SPEARMINT CT,FORT COLLINS,80528,0898001000,KECHTER FARM PLD FIL 1,18729,Single Family Residential,2 Story,8,2560,,,462,.15000000,2017,557750.00,555000.00
873,R1651693,8609116012,2020-09-25,5627 BIG CANYON DR,FORT COLLINS,80528,0637008000,MCCLELLANDS CREEK 3RD FIL (Fossil Lake PUD 8th Sub Number),19613,Single Family Residential,Ranch,1,1758,1758,1719,420,.14000000,2013,579000.00,575700.00
874,R1641563,8609352018,2020-09-25,3435 ROCKY STREAM DR,FORT COLLINS,80528,8189,"SANCTUARY, THE, PLANNED LAND DIVISION (20060045342)",19613,Single Family Residential,Ranch,1,3922,2218,1456,1363,.89000000,2011,1500000.00,1241900.00
875,R1668635,8704326015,2020-09-25,3337 GREEN LAKE DR 3,FORT COLLINS,80524,8132002000,TRAIL HEAD FILING 2,18933,Townhouse,Townhouse Two Story,68,1456,,,484,.00000000,2020,374470.00,361900.00
876,R1588059,8609212014,2020-09-24,6028 BROOKWATER LN,FORT COLLINS,80528,0637,FOSSIL LAKE PUD,19613,Townhouse - 1/2 Duplex,Townhouse One Story,61,2002,1404,1120,420,.15000000,2001,530000.00,516400.00
877,R1607761,8608321020,2020-09-24,6338 TILDEN ST,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,3292,2156,,670,.19000000,2005,570000.00,574800.00
878,M0926817,9702100021,2020-09-24,1601 N COLLEGE AVE 87,FORT COLLINS,80524,,,MH2,MH In Park,Single Wide,14,672,,,,.00000000,1973,2000.00,4700.00
879,R0036200,9711325004,2020-09-24,1006 W MAGNOLIA ST,FORT COLLINS,80521,1094,KENWOOD HEIGHTS,19711,Single Family Residential,Ranch,1,756,756,432,200,.16000000,1937,579000.00,442200.00
880,R0056235,9713222013,2020-09-24,307 E PLUM ST,FORT COLLINS,80524,//10148,FTC BLK 148,19711,Single Family Residential,2 Story,8,2136,546,,480,.16000000,1900,720000.00,721100.00
881,R0055344,9713217027,2020-09-24,310 E PLUM ST,FORT COLLINS,80524,//10147,FTC BLK 147,19711,Duplex -over-under,Duplex One Story,51,1206,1206,1206,360,.11000000,1937,585000.00,632500.00
882,R0228338,9611111007,2020-09-24,6000 MARS DR,FORT COLLINS,80525,0221,SKYVIEW,19614,Single Family Residential,Ranch,1,1032,1032,1032,288,.21000000,1966,370000.00,325000.00
883,R0177890,9721233022,2020-09-24,3024 ROSS DR C22,FORT COLLINS,80526,122701,WILLOW LANE,19722,Townhouse,Townhouse Two Story,68,784,,,,.02000000,1974,194000.00,188400.00
884,R0157350,8711300011,2020-09-24,220 S COUNTY ROAD 5,FORT COLLINS,80524,/110768,S11 T07 R68,18933,Single Family Residential,Ranch,1,1704,,,1324,1.00000000,1956,680000.00,402800.00
885,R0251232,9727305108,2020-09-24,2030 DERBY CT,FORT COLLINS,80526,1348,ROSSBOROUGH,19722,Single Family Residential,2 Story,8,1947,,,456,.15000000,1982,350000.00,360000.00
886,R0689149,9726313001,2020-09-24,3331 COLONY DR,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,Split Level,7,1524,,,440,.24000000,1979,440000.00,377800.00
887,R1005219,8622324007,2020-09-24,8409 PEAK VIEW DR,FORT COLLINS,80528,039705,MOUNTAIN RANGE SHADOWS,19613,Purged Manufactured Home,Modular,21,1620,,,,.10000000,1985,230000.00,157300.00
888,R0791911,9721283001,2020-09-23,1901 ROSS CT A10,FORT COLLINS,80526,12996,ASPEN GROVE CONDOS,19722,Townhouse/Condo,Townhouse Two Story,68,992,,,,.00000000,1978,237100.00,229800.00
889,R1001515,9721313136,2020-09-23,2930 W STUART ST 5,FORT COLLINS,80526,1374,TRAIL WEST PUD,19722,Townhouse,Townhouse Two Story,68,1450,710,,320,.04000000,1999,311000.00,329000.00
890,R0677876,9721256003,2020-09-23,2937 RAMS LN C,FORT COLLINS,80526,1270,TRAILVIEW CONDO,19722,Townhouse/Condo,Townhouse Two Story,68,1104,,,264,.00000000,1977,286000.00,243000.00
891,R0087645,9715416011,2020-09-23,1409 W LAKE ST,FORT COLLINS,80521,10476,FAIRVIEW,19715,Single Family Residential,Ranch,1,1128,,,288,.19000000,1965,390000.00,332400.00
892,R0021083,9710412002,2020-09-23,1420 W MOUNTAIN AVE,FORT COLLINS,80521,1003,BABBITTS,19715,Single Family Residential,2 Story,8,2456,1748,1228,440,.21000000,1947,1370000.00,843300.00
893,R1608327,8609222011,2020-09-23,5757 ROUND ROCK CT,FORT COLLINS,80528,06372,"FOSSIL LAKE PUD, SECOND FILING",19613,Single Family Residential,2 Story,8,2823,1820,1134,894,.34000000,2003,707000.00,730300.00
894,R1542788,8606475035,2020-09-23,1621 FANTAIL CT,FORT COLLINS,80528,18552,WILLOW SPRINGS PUD,19613,Single Family Residential,1? Story Fin,5,2365,1769,1392,848,.27000000,2000,699900.00,627600.00
895,R1347632,9624213007,2020-09-23,7850 MIDLAND CT,FORT COLLINS,80525,05564,MANOR RIDGE ESTATES PUD,19613,Single Family Residential,2 Story,8,2114,924,924,754,.45000000,1994,558500.00,512400.00
896,R1183192,9612210183,2020-09-23,324 SATURN DR,FORT COLLINS,80525,14312,HUNTINGTON HILLS PUD,19613,Single Family Residential,2 Story,8,1508,432,,620,.17000000,1996,396500.00,375300.00
897,R1259717,8831427015,2020-09-23,1820 CHESAPEAKE CT,FORT COLLINS,80524,036102,ADRIEL VILLAGE,19836,Single Family Residential,Split Level,7,1894,622,,462,.09000000,1990,449000.00,365300.00
898,R1623826,9613132077,2020-09-23,703 CROWN RIDGE LN 2,FORT COLLINS,80525,183830,"PROVINCETOWNE PUD FIL 2, FTC, CONDO MAP NO 10 (20030029852)",19613,Townhouse/Condo,Townhouse Two Story,68,1216,,,,.00000000,2003,239000.00,230800.00
899,R1615062,9615411178,2020-09-23,1533 WASP CT,FORT COLLINS,80526,80003,"REGISTRY RIDGE PUD, THIRD FILING",19614,Single Family Residential,2 Story,8,2052,1054,674,580,.16000000,2004,475000.00,450100.00
900,R1616148,8729243103,2020-09-23,2850 KANSAS DR A,FORT COLLINS,80525,19977,"RIGDEN FARM, 7TH FILING, THE WILLOW",18729,Townhouse,Townhouse Two Story,68,1295,551,551,400,.03000000,2003,324500.00,321100.00
901,R1087207,9715131121,2020-09-22,710 CITY PARK AVE A121,FORT COLLINS,80521,1399,BAYSTONE CONDOS,19715,Condo unit,Condo <= 3 Stories,19,966,,,,.00000000,1980,221000.00,220800.00
902,R1444310,8605206033,2020-09-22,5006 TIMBER CREEK CT,FORT COLLINS,80528,1842,TIMBER CREEK PUD,18729,Single Family Residential,2 Story,8,2164,1374,,420,.21000000,1998,467000.00,489700.00
903,R1349082,9612415055,2020-09-22,6324 VICTORIA RD,FORT COLLINS,80525,16202,BRITTANY KNOLLS PUD,19613,Single Family Residential,2 Story,8,2048,760,760,440,.17000000,1992,500000.00,461700.00
904,R1489011,8605115057,2020-09-22,2502 TIMBERWOOD DR 57,FORT COLLINS,80528,1866,WILDWOOD TOWNHOMES PUD,18729,Townhouse,Townhouse Two Story,68,1132,594,,200,.03000000,1997,312000.00,295400.00
905,R1501593,9602127002,2020-09-22,524 BENTLEY PL,FORT COLLINS,80526,18392,COVENTRY,19601,Single Family Residential,2 Story,8,2288,1484,1364,628,.15000000,1999,455000.00,488900.00
906,R1609590,8604407153,2020-09-22,3620 FULL MOON DR,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,1874,868,580,462,.15000000,2008,550000.00,486800.00
907,M0961833,9716140001,2020-09-22,2211 W MULBERRY ST 205,FORT COLLINS,80521,,,MH1,MH In Park,Single Wide,14,960,,,325,.00000000,1985,35305.00,24000.00
908,M9048017,9716141001,2020-09-21,2211 W MULBERRY ST 134,FORT COLLINS,80521,,,MH1,MH In Park,Double Wide,15,1792,,,312,.00000000,1997,100000.00,75200.00
909,R0230421,9736306004,2020-09-21,4437 STOVER ST,FORT COLLINS,80525,0368,PITNER ESTATES,199,Apartment w/4-8 Units,Apartment <= 3 Stories,17,3632,,,,.22000000,1982,710000.00,710000.00
910,R0174599,9721110175,2020-09-21,1998 DORSET DR,FORT COLLINS,80526,10131,BROWN FARM,19722,Single Family Residential,Ranch,1,912,,,504,.19000000,1972,335000.00,310500.00
911,R1608285,8609219015,2020-09-21,5721 FALLING WATER DR,FORT COLLINS,80528,06372,"FOSSIL LAKE PUD, SECOND FILING",19613,Single Family Residential,2 Story,8,2738,2121,1953,858,.23000000,2005,758000.00,714900.00
